,date,type,operator,fatalities,location,country,year
381,02-FEB-1938,Consolidated PBY-2 Catalina,US Navy,3.0,near San Clemente Isl...,USA,1938
382,02-FEB-1938,Consolidated PBY-2 Catalina,US Navy,7.0,near San Clemente Isl...,USA,1938
383,07-FEB-1938,Junkers Ju-90V1,Junkers,1.0,Dessau,Germany,1938
384,09-FEB-1938,LiorA-et-Olivier H.242/1,Air France,7.0,Atang de Berre,France,1938
385,13-FEB-1938,CANT Z.506,Ala Littoria,14.0,"near Sardinia, Italy",Mediterranean Sea,1938
386,22-FEB-1938,Junkers Ju-52/3mge,Deutsche Lufthansa,3.0,near Pontoise,France,1938
388,01-MAR-1938,Douglas DC-2-112,TWA,9.0,"near Wawona, CA",USA,1938
389,07-MAR-1938,Potez 62,Air France,7.0,"Datia, Madhya Pr...",India,1938
390,17-MAR-1938,Tupolev G-2,Polyarnaya Aviatsiya,0.0,Buhkta Teplits,Russia,1938
391,23-MAR-1938,Dewoitine D.338,Air France,8.0,French PyrAnAes,France,1938
393,30-MAR-1938,Junkers Ju-52/3m,Ala Littoria,0.0,near Venezia Lido Air...,Italy,1938
394,25-APR-1938,Sikorsky S-43B,Pan Am,0.0,near Kingston,Jamaica,1938
395,30-APR-1938,Savoia-Marchetti S.73,Ala Littoria,19.0,"Maranola, Formia",Italy,1938
396,10-MAY-1938,Ford 5-AT-C Tri-Motor,LAN Chile,0.0,Chepiquilla Airf...,Chile,1938
397,13-MAY-1938,Ford 5-AT-DS Tri-Motor,SCADTA,0.0,near QuibdA3,Colombia,1938
398,16-MAY-1938,Lockheed 14-H2 Super Electra,Northwest Airlines,9.0,"near Saugus, CA",USA,1938
400,22-MAY-1938,Junkers Ju-52/3mge,Syndicato Condor,6.0,"Santos Airport, ...",Brazil,1938
401,24-MAY-1938,Douglas DST-A-207A (DC-3),United Airlines,10.0,near Cleveland Munici...,USA,1938
402,19-JUN-1938,Douglas DC-2-118A,Panagra,4.0,Mt Mercedario,Chile,1938
403,26-JUN-1938,Junkers Ju-52/3mge,Deutsche Lufthansa Sucursal PerAo,7.0,Cerro Chilligua,Peru,1938
404,02-JUL-1938,Curtiss YC-30 Condor II,USAAC,0.0,"Maxwell Field, M...",USA,1938
405,08-JUL-1938,Lockheed 14-H Super Electra,Northwest Airlines,1.0,Billings Municip...,USA,1938
406,14-JUL-1938,Savoia-Marchetti S-66,Ala Littoria,20.0,"near Terranova, Sardi...",Mediterranean Sea,1938
409,22-JUL-1938,Lockheed 14-H Super Electra,LOT,14.0,"Negrileasa, Stul...",Romania,1938
410,27-JUL-1938,A.W. AW.15 Atalanta,Imperial Airways,4.0,near Kisumu,Kenya,1938
411,28-JUL-1938,Martin M-130,Pan Am,15.0,"near Manila, Philippines",Pacific Ocean,1938
412,10-AUG-1938,WM Fokker F.VIIIb,Malert,12.0,near Debrecen Airport...,Hungary,1938
413,11-AUG-1938,Ford 5-AT-C Tri-Motor,Private,0.0,"Mankato, MN",USA,1938
414,13-AUG-1938,Savoia-Marchetti S.73,CSA,17.0,Oberkirch,Germany,1938
415,15-AUG-1938,Junkers Ju-52/3mfe,Syndicato Condor,9.0,Guanabara Bay,Brazil,1938
416,18-AUG-1938,Lockheed 14-H Super Electra,LOT,0.0,Bucharest-Baneas...,Romania,1938
417,18-AUG-1938,Macchi M.C.94-II,Macchi,13.0,Mornago (Varese),Italy,1938
419,24-AUG-1938,Douglas DC-2-221,CNAC,14.0,Wangmoon,China,1938
420,03-SEP-1938,Ford 5-AT-D Tri-Motor,Johnson Flying Service,0.0,"Big Prairie, MT",USA,1938
422,20-SEP-1938,Short Sunderland I,RAF,2.0,"Angle Bay, Milfo...",U.K.,1938
423,29-SEP-1938,Junkers Ju-52/3m,German AF,1.0,Frankfurt Rhein-...,Germany,1938
424,01-OCT-1938,Junkers Ju-52/3mte,Deutsche Lufthansa,13.0,Grisons (GraubA14...,Switzerland,1938
425,01-OCT-1938,Junkers G.24,Syndicato Condor,0.0,"Coruripe, AL",Brazil,1938
426,10-OCT-1938,Sabca Savoia-Marchetti S.73P,Sabena,20.0,Soest,Germany,1938
427,18-OCT-1938,Douglas DC-2-112,Eastern Air Lines,0.0,near Montgomery Munic...,USA,1938
428,20-OCT-1938,Ford 4-AT-B Tri-Motor,Private,1.0,"Powellsville, NC",USA,1938
429,25-OCT-1938,Douglas DC-2-210,ANA,18.0,"Mt Dandenong, VIC",Australia,1938
432,14-NOV-1938,Douglas DC-3-194D,KLM,6.0,Amsterdam-Schiph...,Netherlands,1938
433,18-NOV-1938,Consolidated PBY-2 Catalina,US Navy,2.0,Honolulu Harbour...,USA,1938
434,18-NOV-1938,Lockheed 14-H2 Super Electra,TCAL,2.0,"near Regina Airport, ...",Canada,1938
435,22-NOV-1938,Lockheed 14-WF62 Super Electra,British Airways,2.0,"Walton Bay, Some...",U.K.,1938
436,22-NOV-1938,Savoia-Marchetti SM-75C,Ala Littoria,4.0,near Winklern,Austria,1938
438,26-NOV-1938,Junkers Ju-90V2,Deutsche Lufthansa,12.0,Bathurst (Banjul),Gambia,1938
439,27-NOV-1938,Short S.23 Empire Flying Boat Mk I,Imperial Airways,4.0,Lake Habbaniyah,Iraq,1938
440,29-NOV-1938,Douglas DC-3A-191,United Airlines,5.0,"near Point Reyes, CA",USA,1938
441,02-DEC-1938,Junkers Ju-52/3mte,Deutsche Lufthansa,0.0,near Vienna,Austria,1938
443,06-DEC-1938,Focke-Wulf Fw 200,Deutsche Lufthansa,0.0,near Manila,Philippines,1938
444,08-DEC-1938,Nakajima/Douglas DC-2,Imperial Japanese Airways,10.0,near Kerama Islands,Japan,1938
445,09-DEC-1938,Lockheed 14-WF62 Super Electra,KLM,4.0,near Amsterdam-Schiph...,Netherlands,1938
447,11-DEC-1938,Junkers Ju-52/3mge,SEDTA,0.0,Quito-Cotocollao...,Ecuador,1938
448,07-JAN-1939,Douglas DC-2-115B,Swissair,5.0,near Senlis,France,1939
449,13-JAN-1939,Lockheed 14-H Super Electra,Northwest Airlines,4.0,Miles City Munic...,USA,1939
450,13-JAN-1939,Junkers Ju-52/3mge,Syndicato Condor,10.0,"Rio Bonito, RJ",Brazil,1939
451,13-JAN-1939,Fokker F.XVIII,Commercial Aviation Company,0.0,Lydda Airport (TLV),Israel,1939
452,17-JAN-1939,Ford 5-AT-.  Tri-Motor,SCADTA,4.0,near Sumapaz,Colombia,1939
453,18-JAN-1939,Lockheed 14-H Super Electra,Guinea Airways,4.0,near Katherine-Tindal...,Australia,1939
454,21-JAN-1939,Short S.23 Empire Flying Boat Mk II,Imperial Airways,3.0,"near Port Washington,...",Atlantic Ocean,1939
456,27-JAN-1939,Potez 62,Air France,6.0,near KAln-Butzweiler...,Germany,1939
459,19-FEB-1939,Sikorsky S-42A,Pan Am,0.0,San Juan harbor,Puerto Rico,1939
460,24-FEB-1939,Junkers Ju-52/3mge,Reichsluftfahrtministerium,12.0,"Termes Ribi, Com...",France,1939
461,02-MAR-1939,Ford 6-AT-AS Tri-Motor,Yukon Southern Air Transport,0.0,"Vancouver, BC",Canada,1939
463,12-MAR-1939,Junkers Ju-52/3mge,Eurasia,4.0,near Weining,China,1939
464,12-MAR-1939,Short S.23 Empire Flying Boat Mk I,"Imperial Airways, op.for Qantas Empire Airways",0.0,"Tandjong, Batavi...",Indonesia,1939
465,14-MAR-1939,Junkers Ju-52/3mge,Sabena,3.0,Sint-Stevens-Woluwe,Belgium,1939
466,18-MAR-1939,Boeing S.307 Stratoliner,Boeing,10.0,"near Alder, WA",USA,1939
467,26-MAR-1939,Douglas DC-2-112,Braniff Airways,8.0,Oklahoma City Mu...,USA,1939
470,??-MAR-1939,Ford 5-AT-B Tri-Motor,TACA Guatemala,0.0,Tegucigalpa-Tonc...,Honduras,1939
471,15-APR-1939,Ford 5-AT-C Tri-Motor,South American Gulf Oil Co.,2.0,"near El Carmen, Santa...",Colombia,1939
474,??-APR-1939,Fokker F.VIII,Venezuelan Government,0.0,near UruyAn,Venezuela,1939
475,01-MAY-1939,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,"Lumbo lagoon, Il...",Mozambique,1939
476,02-MAY-1939,Dewoitine D.338,Air France,9.0,near Argana,Morocco,1939
478,06-MAY-1939,Junkers Ju-52/3m,Eurasia,0.0,Hanchung (Hanzho...,China,1939
479,17-MAY-1939,Lockheed 14-WG3B Super Electra,Imperial Japanese Airways,6.0,Fukuoka dai-1 Ai...,Japan,1939
482,05-JUN-1939,Short Sunderland I,RAF,4.0,Johore Straits,Singapore,1939
484,12-JUN-1939,Short S.23 Empire Flying Boat Mk I,Imperial Airways,0.0,Calcutta,India,1939
485,19-JUN-1939,Short S.30 Empire Flying Boat,Imperial Airways,0.0,Hythe,Atlantic Ocean,1939
486,29-JUL-1939,DH.86A Express,RAF,0.0,Kirby-in-Furness...,U.K.,1939
487,03-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,0.0,Rangoon-Mingalad...,Myanmar,1939
488,04-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,7.0,Tivissa,Spain,1939
489,11-AUG-1939,Lockheed 14-WF62 Super Electra,Imperial Airways,0.0,"Saint-Sauveur, L...",France,1939
490,13-AUG-1939,Sikorsky S-43B,Pan Am,14.0,near Rio de Janeiro-S...,Brazil,1939
492,24-AUG-1939,Junkers F.24kay (G.24),Deutsche Lufthansa,2.0,Glindow,Germany,1939
493,30-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,7.0,near Hannover,Germany,1939
495,05-SEP-1939,Vickers Valentia,RAF,0.0,Catterick RAF St...,U.K.,1939
496,05-SEP-1939,Junkers Ju-52/3m,German AF,9.0,Wilhelmshaven-Reede,Germany,1939
497,10-SEP-1939,Short Sunderland I,RAF,0.0,Pembroke Dock RA...,U.K.,1939
499,18-SEP-1939,Short Sunderland I,RAF,10.0,Milford Haven in...,U.K.,1939
502,28-SEP-1939,Douglas DC-2-210,ANA,0.0,Sydney-Mascot Ai...,Australia,1939
503,09-OCT-1939,Junkers Ju-52/3mg4c,German AF,7.0,"Thomasdorf, near...",Germany,1939
505,13-OCT-1939,Short Sunderland I,RAF,0.0,Isles of Scilly,U.K.,1939
506,13-OCT-1939,Caproni Ca.133,Ala Littoria,0.0,Gabode,Djibouti,1939
507,15-OCT-1939,Short Sunderland I,RAF,4.0,"Plymouth Sound, ...",U.K.,1939
508,17-OCT-1939,Savoia-Marchetti S.73,Ala Littoria,15.0,near OlAas,Spain,1939
509,07-NOV-1939,Handley Page HP.42W,Imperial Airways,0.0,"Tiverton, Devon",U.K.,1939
510,10-NOV-1939,Junkers Ju-52/3m,Spanish AF,7.0,near Lastras de Cuell...,Spain,1939
511,15-NOV-1939,Junkers Ju-52/3mge,Argentine AF,0.0,"El Palomar, BA",Argentina,1939
512,17-NOV-1939,Junkers Ju-52/3m,Spanish AF,10.0,near Cap Juby,Morocco,1939
513,04-DEC-1939,Junkers Ju-52/3mlu,Ala Littoria,5.0,"near Arbersee, Bayeri...",Germany,1939
514,18-DEC-1939,Junkers Ju-52/3m,Iberia,10.0,near Europa Point [St...,Gibraltar,1939
515,21-DEC-1939,Lockheed 14-WF62 Super Electra,British Airways,5.0,near Alexandria,Mediterranean Sea,1939
516,15-JAN-1940,Lockheed 14-WF62 Super Electra,British Airways,0.0,Heston Airport,U.K.,1940
517,22-JAN-1940,Lockheed 14-WF62 Super Electra,KNILM,8.0,near Denpasar-Ngurah ...,Indonesia,1940
518,30-JAN-1940,Ford 4-AT-E Tri-Motor,White Pass Airways,0.0,"Carcross, YT",Canada,1940
519,05-FEB-1940,Nakajima/Douglas DC-2,Imperial Japanese Airways,0.0,"Diaoyu Dao, Senk...",Japan,1940
520,10-FEB-1940,Savoia-Marchetti SM-75,Ala Littoria,10.0,Aiello Calabro,Italy,1940
521,20-FEB-1940,Ford 5-AT-.  Tri-Motor,TACA de Nicaragua,0.0,near Prinzapolka,Nicaragua,1940
523,01-MAR-1940,Handley Page HP.42E,Imperial Airways,8.0,"near Dibba, Oman [Gul...",Indian Ocean,1940
524,03-MAR-1940,Bloch 220,Air France,3.0,near Orange,France,1940
525,05-MAR-1940,Ford 5-AT-B Tri-Motor,Mexicana,0.0,near San MartAn Volc...,Mexico,1940
527,16-MAR-1940,Savoia-Marchetti S.73,ALI,14.0,Stromboli Island,Italy,1940
528,19-MAR-1940,Handley Page HP.42W,Imperial Airways,0.0,Bristol-Whitchur...,U.K.,1940
529,19-MAR-1940,Handley Page HP.42W,Imperial Airways,0.0,Bristol-Whitchur...,U.K.,1940
530,03-APR-1940,Douglas DC-2-112,TWA,0.0,Pittsburgh-Alleg...,USA,1940
532,09-APR-1940,Short Sunderland,RAF,9.0,near Sylling,Norway,1940
534,09-APR-1940,Junkers Ju-52/3m,German AF,1.0,Oslo-Fornebu,Norway,1940
537,13-APR-1940,Junkers Ju-52/3m,German AF,3.0,Aalborg West Ai...,Denmark,1940
538,13-APR-1940,Junkers Ju-52/3mg4e,German AF,0.0,"Gullesfjordbotn,...",Norway,1940
539,13-APR-1940,Junkers Ju-52/3mg4e,German AF,0.0,"Gullesfjordbotn,...",Norway,1940
544,14-APR-1940,Junkers Ju-52/3m,German AF,1.0,"Lillehammer, Opp...",Norway,1940
546,14-APR-1940,Junkers Ju-52/3m,German AF,3.0,"Graberget, Domba...",Norway,1940
548,14-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Honefoss, Ringer...",Norway,1940
549,14-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Galderud, Kongsv...",Norway,1940
551,14-APR-1940,Junkers Ju-52/3m,German AF,3.0,"SamnerAd, Uddev...",Sweden,1940
552,16-APR-1940,Junkers Ju-52/3mg4e,German AF,4.0,"Kvamen, Sokndal,...",Norway,1940
553,16-APR-1940,Junkers Ju-52/3mg3e,German AF,0.0,Grums,Sweden,1940
554,16-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Lake VAnern, Ma...",Sweden,1940
555,16-APR-1940,Junkers Ju-52/3m,German AF,17.0,near Tofte,Norway,1940
556,17-APR-1940,Junkers Ju-52/3m,German AF,17.0,"Langevannet, Fos...",Norway,1940
558,22-APR-1940,Lockheed 14-WF62 Super Electra,BOAC,3.0,"near Loch Lomond, Sco...",U.K.,1940
561,02-MAY-1940,DH.86B Express,Finnish AF,0.0,Helsinki-Malmi A...,Finland,1940
591,10-MAY-1940,Douglas DC-3-194F,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
592,10-MAY-1940,Douglas DC-3-194F,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
593,10-MAY-1940,Douglas DC-3-194D,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
594,10-MAY-1940,Douglas DC-3-194B,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
595,10-MAY-1940,Douglas DC-2-115L,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
596,10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
598,10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
599,10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
600,10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,1940
601,10-MAY-1940,Fokker F.VIIIa,Netherlands AF,0.0,Rotterdam-Waalha...,Netherlands,1940
602,10-MAY-1940,Junkers Ju-52/3m,German AF,0.0,Waalhaven,Netherlands,1940
603,10-MAY-1940,Junkers Ju-52/3m,German AF,3.0,near Afferden,Netherlands,1940
604,10-MAY-1940,Junkers Ju-52/3m,German AF,0.0,Den Hout,Netherlands,1940
732,10-MAY-1940,Junkers Ju-52/3m,German AF,3.0,Vroenhoven,Belgium,1940
743,14-MAY-1940,Savoia-Marchetti S.73P,Sabena,0.0,Brussels-Haren A...,Belgium,1940
745,16-MAY-1940,Savoia-Marchetti SM-75,Ala Littoria,8.0,Barcelona Airpor...,Spain,1940
746,16-MAY-1940,Junkers Ju-52/3m,German AF,1.0,Ochamps,Belgium,1940
747,17-MAY-1940,Boeing S.307B Stratoliner,TWA,0.0,"near Pritchett, CO",USA,1940
748,18-MAY-1940,Junkers Ju-52/3m,German AF,0.0,Philippeville Ai...,Belgium,1940
750,21-MAY-1940,Fokker F.XXXVI,Scottish Aviation,0.0,Glasgow-Prestwic...,U.K.,1940
751,23-MAY-1940,Sabca Savoia-Marchetti S.73P,Sabena,2.0,Arques,France,1940
753,23-MAY-1940,Sabca Savoia-Marchetti S.73P,"Sabena, op.for RAF",0.0,Merville,France,1940
754,23-MAY-1940,A.W. AW.27 Ensign I,Imperial Airways,0.0,Lympne,U.K.,1940
755,23-MAY-1940,Douglas DC-3-227B,"Sabena, op.for RAF",1.0,near Arques,France,1940
758,26-MAY-1940,Junkers Ju-52/3m,German AF,9.0,"Evenesdal, Saltd...",Norway,1940
759,26-MAY-1940,Junkers Ju-52/3m,German AF,4.0,"Jordbrufjellet, ...",Norway,1940
763,01-JUN-1940,Douglas R3D-1 (DC-5),Douglas,4.0,near Los Angeles Muni...,USA,1940
764,02-JUN-1940,Junkers Ju-52/3m,German AF,8.0,"RiksgrAnsen, Ki...",Sweden,1940
768,08-JUN-1940,Junkers Ju-52/3mg3e,German AF,0.0,"Reinoksbreen, Ko...",Norway,1940
769,14-JUN-1940,Junkers Ju-52/3mge,Aero OY,9.0,near Keri Island [Gul...,Estonia,1940
770,20-JUN-1940,Dewoitine D.338,Air France,1.0,near Ouistreham,France,1940
775,??-JUN-1940,DH.86B Express,Railway,0.0,Bordeaux,France,1940
776,??-JUN-1940,DH.86A Express,Railway,0.0,Bordeaux,France,1940
779,07-JUL-1940,Dewoitine D.338,Air France,4.0,Gulf of Tonkin,Vietnam,1940
781,16-JUL-1940,DH.86 Express,Royal Navy,0.0,Lee-on-Solent,U.K.,1940
783,??-JUL-1940,Ford 4-AT-E Tri-Motor,White Pass Airways,0.0,"Whitehorse, BC",Canada,1940
785,02-AUG-1940,Vickers Valentia,South African AF,8.0,near Dodoma,Tanzania,1940
787,07-AUG-1940,Lisunov PS-84,Aeroflot,18.0,near Novosibirsk,Russia,1940
788,09-AUG-1940,Douglas DC-2-115E,Deutsche Lufthansa,2.0,near LAmershagen,Germany,1940
789,11-AUG-1940,DH.91 Albatross,RAF,0.0,ReykjavAk RAF S...,Iceland,1940
790,23-AUG-1940,Douglas DC-3-227,LARES,11.0,near Risculita,Romania,1940
791,31-AUG-1940,Douglas DC-3-313,Pennsylvania-Central Airlines,25.0,"near Lovettsville, VA",USA,1940
792,14-SEP-1940,Short L.17 Scylla,BOAC,0.0,Drem,U.K.,1940
793,19-SEP-1940,Ford 5-AT-D Tri-Motor,RAF,0.0,Limavady RAF Sta...,U.K.,1940
796,04-OCT-1940,Douglas DC-1-109,Iberia,0.0,MAlaga Airport ...,Spain,1940
798,06-OCT-1940,DH.91 Albatross,BOAC,0.0,"near Pucklechurch, Gl...",U.K.,1940
799,10-OCT-1940,Dewoitine D.338,Air France,3.0,Carnotville,Benin,1940
800,10-OCT-1940,Junkers Ju-52/3m,German AF,13.0,Gulf of Beauduc,France,1940
802,26-OCT-1940,Curtiss AT-32A Condor II,CAMCO,0.0,Rangoon ?,Myanmar,1940
804,29-OCT-1940,Douglas DC-2-221,CNAC,9.0,near Changyi,China,1940
805,29-OCT-1940,Douglas DC-3-220,Deutsche Lufthansa,2.0,Berlin-Tempelhof...,Germany,1940
806,29-OCT-1940,Short Sunderland Mk I,RAF,0.0,"near Strathie Point, ...",U.K.,1940
807,29-OCT-1940,Short Sunderland I,RAF,4.0,"near Wick, Scotland",U.K.,1940
809,04-NOV-1940,Douglas DC-3-197,United Airlines,10.0,"near Centerville, UT",USA,1940
810,04-NOV-1940,Junkers Ju-52/3mbe,LAB,14.0,near RincA3n del Tigr...,Bolivia,1940
811,08-NOV-1940,Junkers Ju-90A,Deutsche Lufthansa,29.0,Brauna/SchAntei...,Germany,1940
812,08-NOV-1940,Junkers Ju-52/3mg3e,VASP,18.0,"Botafogo, Rio de...",Brazil,1940
813,10-NOV-1940,Lockheed 14-N2 Super Electra,RAF,7.0,Nairobi,Kenya,1940
814,12-NOV-1940,Short Sunderland,RAF,0.0,Pembroke Dock,U.K.,1940
816,23-NOV-1940,Lisunov PS-84,"Aeroflot, Georgia",4.0,near Ordzhonikidze,Russia,1940
817,24-NOV-1940,Douglas DC-3-194D,BOAC,0.0,Whitchurch Airfield,U.K.,1940
818,24-NOV-1940,A.W. AW.27 Ensign I,BOAC,0.0,Bristol-Whitchur...,U.K.,1940
819,26-NOV-1940,Fiat G.18,Nucleo Comunicazioni Avio Linee,0.0,Milano-Linate Ai...,Italy,1940
820,27-NOV-1940,SNCAC (Farman) NC.223.4,Air France,7.0,near Cape Spartivento...,Mediterranean Sea,1940
821,27-NOV-1940,Short Sunderland Mk I,RAAF,0.0,Mount Batten,U.K.,1940
822,29-NOV-1940,Douglas DC-2-118A,Panagra,0.0,near Quito,Ecuador,1940
823,04-DEC-1940,Douglas DC-3A-197C,United Airlines,10.0,near Chicago Municipa...,USA,1940
825,06-DEC-1940,Handley Page HP.42E,RAF,0.0,Doncaster RAF St...,U.K.,1940
826,07-DEC-1940,Douglas C-33 (DC-2),USAAC,0.0,Puntarenas,Costa Rica,1940
827,11-DEC-1940,Short Sunderland I,RAF,0.0,"Sullom Voe, Shet...",U.K.,1940
829,20-DEC-1940,DH.91 Albatross,BOAC,0.0,Bristol-Whitchur...,U.K.,1940
830,24-DEC-1940,Junkers Ju-52/3m,CAUSA,0.0,Buenos Aires Har...,Argentina,1940
831,30-DEC-1940,Junkers Ju-52/3m,Eurasia,0.0,Chengtu (Chengdu...,China,1940
836,04-JAN-1941,Junkers Ju-52/3mg6e,German AF,1.0,Umbalkees Glacie...,Austria,1941
837,04-JAN-1941,Douglas R2D-1 (DC-2),US Navy,11.0,near San Diego-North ...,USA,1941
838,08-JAN-1941,Junkers Ju-52/3msai,South African AF,15.0,near Mbeya,Tanzania,1941
839,12-JAN-1941,Douglas DC-3A-197,United Airlines,0.0,Salt Lake City M...,USA,1941
840,15-JAN-1941,Savoia-Marchetti SM-75C,LATI,10.0,near Fernando de Noro...,Brazil,1941
841,17-JAN-1941,Savoia-Marchetti SM-75,Ala Littoria,0.0,Catania-Fontanar...,Italy,1941
842,17-JAN-1941,Junkers Ju-52/3mg3e,Malert,12.0,near NagyvArad (Oradea),Romania,1941
844,20-JAN-1941,Ford 5-AT-D Tri-Motor,CNAC,5.0,within Jiangxi Province,China,1941
845,23-JAN-1941,Douglas DC-3B-202,TWA,2.0,near Saint Louis Airp...,USA,1941
846,28-JAN-1941,Junkers Ju-52/3mg3e,German AF,7.0,Rhodos,Greece,1941
847,02-FEB-1941,Junkers Ju-52/3mge,Portuguese AF,0.0,Sintra Air Base,Portugal,1941
848,06-FEB-1941,Lockheed 14-H2 Super Electra,TCAL,12.0,near Armstrong Airpor...,Canada,1941
849,06-FEB-1941,DH.66 Hercules,Stephens Aviation,1.0,Marble Creek,P.N. Guinea,1941
850,09-FEB-1941,Consolidated PBY-4 Catalina,US Navy,1.0,San Diego-North ...,USA,1941
851,12-FEB-1941,Douglas DC-2-192,CNAC,3.0,"Taohsien, Hunan",China,1941
853,15-FEB-1941,Short S.30 Empire Flying Boat,BOAC,0.0,"River Tagus, Lisbon",Portugal,1941
854,17-FEB-1941,Junkers Ju-52/3mg5e,German AF,4.0,Strait of Messina,Italy,1941
856,25-FEB-1941,Short Sunderland I,RAF,0.0,Scaramanga,Greece,1941
857,26-FEB-1941,Douglas DST-318A (DC-3),Eastern Air Lines,8.0,"near Jonesboro, GA",USA,1941
858,01-MAR-1941,Junkers Ju-52/3mge,Iberia,0.0,Palma de Mallorca,Spain,1941
859,01-MAR-1941,Junkers Ju-52/3mte,Deutsche Lufthansa,3.0,Hommelvik Bay,Norway,1941
861,10-MAR-1941,Short Sunderland I,RAF,0.0,St. Paul's Bay,Malta,1941
862,10-MAR-1941,Douglas DC-3-277C,American Airlines,0.0,Cincinnati Munic...,USA,1941
863,14-MAR-1941,Tupolev G-2,"Aeroflot, Uzbekistan",6.0,near Begovat,Uzbekistan,1941
865,28-MAR-1941,Lockheed 18 Lodestar,South African Airways,10.0,"Elands Bay, West...",South Africa,1941
866,29-MAR-1941,Vickers Valentia,South African AF,0.0,Jijiga Air Base,Ethiopia,1941
867,29-MAR-1941,Junkers Ju-52/3mge,South African AF,0.0,Jijiga Air Base,Ethiopia,1941
868,03-APR-1941,Douglas DC-3-201B,Eastern Air Lines,0.0,"near Vero Beach, FL",USA,1941
869,04-APR-1941,Ford 5-AT-.  Tri-Motor,TACA de Nicaragua,2.0,near Alamicamba,Nicaragua,1941
870,07-APR-1941,Junkers Ju-52/3m,German AF,9.0,Leithagebirge,Austria,1941
871,07-APR-1941,Junkers Ju-52/3m,German AF,15.0,"Mannersdorf, Lei...",Austria,1941
872,07-APR-1941,Junkers Ju-52/3m,German AF,0.0,Leithagebirge,Austria,1941
873,07-APR-1941,Junkers Ju-52/3m,German AF,5.0,Leithagebirge,Austria,1941
874,07-APR-1941,Junkers Ju-52/3m,German AF,2.0,Leithagebirge,Austria,1941
875,08-APR-1941,Lockheed 14-N3 Super Electra,RAF,0.0,near Sallum,Egypt,1941
876,12-APR-1941,Savoia-Marchetti SM-75,Hungarian AF,23.0,VeszprAm,Hungary,1941
877,21-APR-1941,Junkers Ju-52/3m,German AF,16.0,"Deva, Apuseni Mo...",Romania,1941
878,22-APR-1941,Ford 5-AT-C Tri-Motor,Colombian AF,1.0,near RAo Putumayo,Brazil,1941
880,23-APR-1941,Short Sunderland I,RAF,0.0,Scaramanga,Greece,1941
882,24-APR-1941,Short Sunderland I,RAF,3.0,"LanghA3ll, Fagra...",Iceland,1941
883,25-APR-1941,Douglas DC-3-196A,Aeroflot,0.0,Moscow,Russia,1941
885,27-APR-1941,Short Sunderland I,RAF,0.0,Kalafrana Bay,Malta,1941
886,28-APR-1941,Short Sunderland III,RAAF,6.0,Iris Sea,Atlantic Ocean,1941
888,17-MAY-1941,Junkers G.38gi/fi,German AF,0.0,Athens-Tatoi Air...,Greece,1941
889,20-MAY-1941,Junkers Ju-52/3m,German AF,2.0,"near Alikarnassos, Ir...",Greece,1941
890,20-MAY-1941,Junkers Ju-52/3mg5e,German AF,4.0,Chania-Alikianu,Greece,1941
892,25-MAY-1941,Junkers Ju-52m/3,German AF,1.0,Corinth,Greece,1941
895,10-JUN-1941,Consolidated C-12 Commodore (16-2),Brazilian AF,8.0,"BelAm, PA",Brazil,1941
896,11-JUN-1941,Junkers Ju-52/3mg5e,German AF,7.0,KlA14tzow,Poland,1941
898,14-JUN-1941,Ford 4-AT-B Tri-Motor,Hangar Six,0.0,"Yoakum, TX",USA,1941
899,17-JUN-1941,DH.86 Express,BOAC,0.0,Minna,Nigeria,1941
900,19-JUN-1941,Douglas DC-3-227,LARES,0.0,Bucharest,Romania,1941
901,24-JUN-1941,Short Sunderland I,"RAF, op.for RAAF",2.0,"near Popton Point, Mi...",U.K.,1941
903,26-JUN-1941,Sikorsky S-43,Panagra,0.0,Rio de Janeiro-S...,Brazil,1941
904,27-JUN-1941,Junkers Ju-52/3m,German AF,13.0,"Tonnolfjellet, O...",Norway,1941
907,29-JUN-1941,Lisunov PS-84,"Aeroflot, MAGON",0.0,Vayenga,Russia,1941
908,??-JUN-1941,Savoia-Marchetti SM-75,Hungarian AF,0.0,BudaArs Airport,Hungary,1941
909,01-JUL-1941,Consolidated Catalina I (PBY-5),RAF,0.0,SkerjafjArdur,Iceland,1941
910,02-JUL-1941,Lisunov PS-84,Aeroflot,3.0,near Lipetsk ?,Russia,1941
